path,classification,subsystem,status,imports,input_paths,output_paths,invoked_by,docs_references,sacred,migration_risk,likely_destination,confidence,evidence
scripts/create_survivable_vol_penalty_only_signals.py,DATA TRANSFORMATION,mean_reversion,ACTIVE RESEARCH,__future__;numpy;pandas;pathlib,,outputs/signals/mean_reversion_signals_survivable_vol.parquet;outputs/signals/mean_reversion_signals_survivable_vol_penalty_only.parquet,docs/experiments/market_cap_rank_bonus.md,docs/experiments/market_cap_rank_bonus.md,no,MEDIUM,src/quant_research or research/experiments,MEDIUM,derived-table or export behavior
research/combined_signals/diagnose_allocator_intelligence.py,EVALUATION / BENCHMARK,combined_signals,ACTIVE RESEARCH,__future__;argparse;backtester.intelligence.allocator_diagnostics;pathlib;sys,,outputs/intelligence/allocator_intelligence_diagnostics.txt,,docs/market_intelligence_v2_2.md;docs/market_intelligence_v2_4.md,no,HIGH,research/combined_signals,MEDIUM,"comparison, diagnostics, or stress behavior"
research/mean_reversion/evaluate_mean_reversion_by_compression_bucket.py,EVALUATION / BENCHMARK,mean_reversion,ACTIVE RESEARCH,__future__;argparse;pandas;pathlib,,outputs/context/market_context_with_regime_deformation.parquet;outputs/reports/mean_reversion_by_compression_bucket.csv;outputs/signals/mean_reversion_evaluation.parquet,docs/research_notes/regime_correlation_deformation.md,docs/research_notes/regime_correlation_deformation.md,no,MEDIUM,research/mean_reversion,MEDIUM,research evaluation
research/correlation/evaluate_mean_reversion_by_deformation.py,EVALUATION / BENCHMARK,correlation_deformation,ACTIVE RESEARCH,__future__;argparse;pandas;pathlib,,outputs/context/market_context_with_regime_deformation.parquet;outputs/reports/mean_reversion_by_deformation.csv;outputs/signals/mean_reversion_evaluation.parquet,docs/research_notes/regime_correlation_deformation.md,docs/research_notes/regime_correlation_deformation.md,no,MEDIUM,research/correlation,MEDIUM,deformation evaluation
research/correlation/evaluate_mean_reversion_by_deformation_subperiods.py,EVALUATION / BENCHMARK,correlation_deformation,ACTIVE RESEARCH,__future__;argparse;pandas;pathlib,,outputs/context/market_context_with_regime_deformation.parquet;outputs/reports/mean_reversion_by_deformation_subperiods.csv;outputs/signals/mean_reversion_evaluation.parquet,docs/research_notes/regime_correlation_deformation.md,docs/research_notes/regime_correlation_deformation.md,no,MEDIUM,research/correlation,MEDIUM,subperiod deformation evaluation
research/correlation/evaluate_mean_reversion_by_deformation_yearly.py,EVALUATION / BENCHMARK,correlation_deformation,ACTIVE RESEARCH,__future__;argparse;pandas;pathlib,,outputs/context/market_context_with_regime_deformation.parquet;outputs/reports/mean_reversion_by_deformation_yearly.csv;outputs/signals/mean_reversion_evaluation.parquet,docs/research_notes/regime_correlation_deformation.md,docs/research_notes/regime_correlation_deformation.md,no,MEDIUM,research/correlation,MEDIUM,yearly deformation evaluation
research/mean_reversion/evaluate_mean_reversion_signals.py,EVALUATION / BENCHMARK,mean_reversion,ACTIVE RESEARCH,__future__;argparse;pandas;pathlib;yfinance,,outputs/signals/mean_reversion_evaluation.parquet;outputs/signals/mean_reversion_signals.parquet,,,no,MEDIUM,research/mean_reversion,MEDIUM,research evaluation
scripts/export_combined_allocator_signals.py,DATA TRANSFORMATION,mean_reversion,ACTIVE RESEARCH,__future__;argparse;pandas;pathlib,,outputs/allocator/combined_market_signal_state.parquet;outputs/signals/mean_reversion_signals_combined_allocator.parquet,,,no,MEDIUM,src/quant_research or research/experiments,MEDIUM,derived-table or export behavior
scripts/export_orders_from_signals_with_cached_prices.py,DATA TRANSFORMATION,mean_reversion,ACTIVE RESEARCH,__future__;argparse;json;pandas;pathlib,,,,,no,MEDIUM,src/quant_research or research/experiments,MEDIUM,derived-table or export behavior
scripts/export_returns_matrix.py,DATA TRANSFORMATION,allocator_matrix,ACTIVE RESEARCH,__future__;argparse;json;numpy;pandas;pathlib,,,docs/large_universe_pipline.md,docs/large_universe_pipline.md,no,MEDIUM,src/quant_research or research/experiments,MEDIUM,derived-table or export behavior
scripts/export_rust_matrix_inputs.py,COMMAND / ENTRY POINT,allocator_matrix,ACTIVE RESEARCH,__future__;argparse;json;numpy;pandas;pathlib;time;yfinance,,/tmp/quant_rust_matrix/h100;outputs/signals/mean_reversion_signals_context_adjusted.parquet,configs/sacred_scripts.json;docs/large_universe_pipline.md,docs/large_universe_pipline.md,yes,HIGH,scripts compatibility wrapper + src/quant_research/pipelines,HIGH,listed in configs/sacred_scripts.json
scripts/export_rust_portfolio_inputs.py,DATA TRANSFORMATION,rust_stress,ACTIVE RESEARCH,__future__;argparse;pandas;pathlib;yfinance,,outputs/rust_inputs/h100_portfolio;outputs/signals/mean_reversion_signals_context_adjusted.parquet,scripts/export_rust_stress_inputs.py,,no,HIGH,src/quant_research or research/experiments,MEDIUM,derived-table or export behavior
scripts/export_rust_stress_inputs.py,DATA TRANSFORMATION,rust_stress,ACTIVE RESEARCH,__future__;argparse;pandas;pathlib;yfinance,,outputs/rust_inputs/h100_portfolio;outputs/signals/mean_reversion_signals_context_adjusted.parquet,,,no,HIGH,src/quant_research or research/experiments,MEDIUM,derived-table or export behavior
scripts/extract_contextual_events.py,DATA TRANSFORMATION,intelligence,ACTIVE RESEARCH,__future__;argparse;backtester.intelligence.events.news_context_ledger;backtester.intelligence.llm.contextual_event_extractor;backtester.intelligence.llm.semantic_event_classifier;backtester.intelligence.llm.semantic_event_clusterer;backtester.intelligence.source_loader;csv;json;os;pathlib;sys,,outputs/intelligence/context_windows.json;outputs/intelligence/contextual_event_clusters.csv;outputs/intelligence/contextual_events.jsonl,,docs/market_intelligence_v2_2.md;docs/market_intelligence_v2_6_1.md,no,MEDIUM,src/quant_research or research/experiments,MEDIUM,derived-table or export behavior
scripts/fetch_historical_intelligence_sources.py,DATA INGESTION,intelligence,ACTIVE RESEARCH,__future__;argparse;backtester.intelligence.historical_source_collector;pathlib;sys,data/intelligence/historical/raw/gdelt_sources.jsonl,,docs/market_intelligence_v3_0.md;docs/market_intelligence_v3_0_1.md;docs/market_intelligence_v3_0_2.md,docs/market_intelligence_v3_0.md;docs/market_intelligence_v3_0_1.md;docs/market_intelligence_v3_0_2.md,no,MEDIUM,src/quant_research or research/experiments,MEDIUM,source/download/normalization behavior
scripts/fetch_historical_news_sources.py,DATA INGESTION,intelligence,ACTIVE RESEARCH,__future__;argparse;backtester.intelligence.historical_news_collector;backtester.intelligence.historical_source_collector;backtester.intelligence.provider_policy;csv;json;os;pathlib;sys,outputs,,docs/market_intelligence_v3_6.md;docs/market_intelligence_v3_9.md;docs/market_intelligence_v3_9_1.md;docs/market_intelligence_v5_2_provider_policy.md;docs/market_intelligence_v5_5_1_request_budget.md;docs/market_intelligence_v5_5_entity_search.md;docs/market_intelligence_v5_6_1_rss_relevance.md;docs/market_intelligence_v5_6_2_text_relevance.md;docs/market_intelligence_v5_6_rss_historical.md;scripts/workers/run_balanced_source_fetch_worker.sh;scripts/workers/run_source_fetch_worker.sh;scripts/workers/send_llm_worker_bundle.sh,docs/market_intelligence_v3_6.md;docs/market_intelligence_v3_9.md;docs/market_intelligence_v3_9_1.md;docs/market_intelligence_v5_2_provider_policy.md;docs/market_intelligence_v5_5_1_request_budget.md;docs/market_intelligence_v5_5_entity_search.md;docs/market_intelligence_v5_6_1_rss_relevance.md;docs/market_intelligence_v5_6_2_text_relevance.md;docs/market_intelligence_v5_6_rss_historical.md,no,MEDIUM,src/quant_research or research/experiments,MEDIUM,source/download/normalization behavior
scripts/fetch_intelligence_sources.py,DATA INGESTION,intelligence,ACTIVE RESEARCH,__future__;argparse;backtester.intelligence.batch;backtester.intelligence.source_fetcher;pathlib;sys,,,,,no,MEDIUM,src/quant_research or research/experiments,MEDIUM,source/download/normalization behavior
scripts/fetch_sec_intelligence_sources.py,DATA INGESTION,intelligence,ACTIVE RESEARCH,__future__;argparse;backtester.intelligence.sec_source_collector;os;pathlib;sys,data/intelligence/historical/raw/sec_sources.jsonl,,docs/market_intelligence_v3_1.md,docs/market_intelligence_v3_1.md,no,MEDIUM,src/quant_research or research/experiments,MEDIUM,source/download/normalization behavior
scripts/filter_cached_price_matrix.py,UNCERTAIN,allocator_matrix,UNCERTAIN,__future__;argparse;json;numpy;pandas;pathlib,,outputs/cache/matrices/h100_market_common_stock_only_v3/prices_meta.json;outputs/cache/matrices/h100_market_common_stock_only_v3_clean,,,no,MEDIUM,USER DECISION REQUIRED,LOW,no sufficiently strong static role evidence
scripts/generate_peer_basket_spreads.py,UNCERTAIN,correlation_deformation,UNCERTAIN,__future__;argparse;json;numpy;pandas;pathlib,,,,,no,MEDIUM,USER DECISION REQUIRED,LOW,no sufficiently strong static role evidence
research/correlation/inspect_correlation_features.py,VALIDATION / DIAGNOSTIC,correlation_deformation,ACTIVE RESEARCH,__future__;argparse;pandas;pathlib,,outputs/correlation/features.parquet,,,no,MEDIUM,research/correlation,MEDIUM,correlation feature diagnostic
scripts/inspect_evidence_graph.py,DEBUG / INSPECTION TOOL,operational_intelligence,OPERATIONAL / FALLBACK,__future__;argparse;backtester.intelligence.claim_extractor;backtester.intelligence.evidence_graph;backtester.intelligence.source_loader;csv;json;pathlib;sys,,outputs/intelligence/evidence_claims.csv;outputs/intelligence/evidence_events.json,docs/market_intelligence_v5_1_evidence_graph.md,docs/market_intelligence_v5_1_evidence_graph.md,no,MEDIUM,scripts/,HIGH,operational evidence-graph diagnostic
research/mean_reversion/inspect_mean_reversion_signals.py,VALIDATION / DIAGNOSTIC,mean_reversion,ACTIVE RESEARCH,__future__;argparse;pandas;pathlib,,outputs/signals/mean_reversion_signals.parquet,,,no,MEDIUM,research/mean_reversion,MEDIUM,research diagnostic
research/correlation/inspect_regime_correlation_features.py,VALIDATION / DIAGNOSTIC,correlation_deformation,ACTIVE RESEARCH,__future__;argparse;pandas,outputs,outputs/correlation/regime_correlation_latest.csv;outputs/correlation/regime_correlation_summary.csv;outputs/correlation/regime_ticker_stress_sensitivity.csv,docs/research_notes/regime_correlation_deformation.md,docs/research_notes/regime_correlation_deformation.md,no,MEDIUM,research/correlation,MEDIUM,regime correlation diagnostic
scripts/join_llm_classifications.py,TRAINING,intelligence,ACTIVE RESEARCH,__future__;argparse;backtester.intelligence.llm.llm_feature_join,,outputs/intelligence/event_impact_dataset.parquet;outputs/intelligence/event_impact_dataset_with_llm.parquet;outputs/intelligence/llm_event_classifications.parquet,,docs/intelligence/phase2_api_llm_classifier.md,no,MEDIUM,src/quant_research or research/experiments,MEDIUM,training/classification/calibration behavior
scripts/label_event_forward_outcomes.py,TRAINING,intelligence,ACTIVE RESEARCH,__future__;argparse;backtester.intelligence.events.event_outcome_labels,,outputs/intelligence/event_fact_table.parquet;outputs/intelligence/event_outcome_labels.parquet;outputs/worker_ingest/chromebook/cbworker_yahoo_chart_prices.parquet,,,no,MEDIUM,src/quant_research or research/experiments,MEDIUM,training/classification/calibration behavior
scripts/large_universe_peer_search.py,UNCERTAIN,correlation_deformation,UNCERTAIN,__future__;argparse;json;numpy;pandas;pathlib;time,outputs,,docs/large_universe_pipline.md,docs/large_universe_pipline.md,no,MEDIUM,USER DECISION REQUIRED,LOW,no sufficiently strong static role evidence
scripts/launch_long_intelligence_training.py,TRAINING,intelligence,ACTIVE RESEARCH,__future__;argparse;datetime;os;pathlib;shlex;subprocess;sys,data/intelligence/historical/raw/news_eval_2025_2026_merged_full_scored.jsonl;data/intelligence/historical/raw/sec_eval_2025_2026.jsonl,outputs/intelligence/training_runs;outputs/signals/mean_reversion_latest_with_intelligence.parquet,docs/market_intelligence_v5_7_1_training_launcher_fix.md;docs/market_intelligence_v5_7_2_training_launcher_prices.md;docs/market_intelligence_v5_7_long_training_launcher.md,docs/market_intelligence_v5_7_1_training_launcher_fix.md;docs/market_intelligence_v5_7_2_training_launcher_prices.md;docs/market_intelligence_v5_7_long_training_launcher.md,no,HIGH,src/quant_research or research/experiments,MEDIUM,training/classification/calibration behavior
scripts/legacy/intelligence_heuristics/score_cbworker_news_relevance.py,ARCHIVED / HISTORICAL,intelligence,HISTORICAL,pandas;pathlib;re,,outputs/worker_ingest/chromebook;outputs/worker_ingest/chromebook/cbworker_news_sources.parquet,,,no,HIGH,research/history or archive manifest,HIGH,archive/legacy path; preserved explicitly
scripts/legacy/intelligence_heuristics/score_cbworker_news_relevance_market.py,ARCHIVED / HISTORICAL,intelligence,HISTORICAL,hashlib;pandas;pathlib;re;urllib.parse,,outputs/worker_ingest/chromebook;outputs/worker_ingest/chromebook/cbworker_news_sources.parquet,,,no,HIGH,research/history or archive manifest,HIGH,archive/legacy path; preserved explicitly
scripts/legacy/intelligence_heuristics/score_cbworker_news_signal_quality.py,ARCHIVED / HISTORICAL,intelligence,HISTORICAL,pandas;pathlib;re,,outputs/worker_ingest/chromebook;outputs/worker_ingest/chromebook/cbworker_news_sources_scored_market.parquet,,,no,HIGH,research/history or archive manifest,HIGH,archive/legacy path; preserved explicitly
scripts/live_intelligence_cache.py,UNCERTAIN,intelligence,UNCERTAIN,__future__;argparse;datetime;gzip;hashlib;json;os;pathlib;sqlite3;sys;typing,data/intelligence/cache/live_intelligence.sqlite,,docs/output_cache_policy_v5_9.md;scripts/live_intraday_intelligence_loop.py,docs/output_cache_policy_v5_9.md,no,MEDIUM,USER DECISION REQUIRED,LOW,no sufficiently strong static role evidence
scripts/live_intraday_intelligence_loop.py,UNCERTAIN,intelligence,UNCERTAIN,__future__;argparse;datetime;os;pathlib;shlex;subprocess;sys;time,data/intelligence/cache/live_intelligence.sqlite,outputs/intelligence/live_intraday,docs/output_cache_policy_v5_9.md,docs/output_cache_policy_v5_9.md,no,HIGH,USER DECISION REQUIRED,LOW,no sufficiently strong static role evidence
scripts/merge_historical_sources.py,DATA INGESTION,intelligence,ACTIVE RESEARCH,__future__;argparse;backtester.intelligence.historical_source_merge;pathlib;sys,,,docs/market_intelligence_v3_8.md;docs/market_intelligence_v3_9.md;docs/market_intelligence_v5_2_provider_policy.md;scripts/launch_long_intelligence_training.py,docs/market_intelligence_v3_8.md;docs/market_intelligence_v3_9.md;docs/market_intelligence_v5_2_provider_policy.md,no,MEDIUM,src/quant_research or research/experiments,MEDIUM,source/download/normalization behavior
scripts/merge_regime_deformation_into_context.py,DATA TRANSFORMATION,correlation_deformation,ACTIVE RESEARCH,__future__;argparse;pandas;pathlib,,outputs/context/market_context.parquet;outputs/context/market_context_with_regime_deformation.parquet;outputs/correlation/regime_market_deformation.csv,docs/research_notes/regime_correlation_deformation.md,docs/research_notes/regime_correlation_deformation.md,no,MEDIUM,src/quant_research or research/experiments,MEDIUM,derived-table or export behavior
scripts/monitor_intelligence_training.py,TRAINING,intelligence,ACTIVE RESEARCH,__future__;argparse;matplotlib.pyplot;pandas;pathlib;time,,,docs/market_intelligence_v4_1.md,docs/market_intelligence_v4_1.md,no,MEDIUM,src/quant_research or research/experiments,MEDIUM,training/classification/calibration behavior
scripts/monitor_long_intelligence_training.py,TRAINING,intelligence,ACTIVE RESEARCH,__future__;argparse;os;pandas;pathlib,,,docs/market_intelligence_v5_7_1_training_launcher_fix.md;docs/market_intelligence_v5_7_2_training_launcher_prices.md;docs/market_intelligence_v5_7_long_training_launcher.md;scripts/launch_long_intelligence_training.py,docs/market_intelligence_v5_7_1_training_launcher_fix.md;docs/market_intelligence_v5_7_2_training_launcher_prices.md;docs/market_intelligence_v5_7_long_training_launcher.md,no,MEDIUM,src/quant_research or research/experiments,MEDIUM,training/classification/calibration behavior
research/combined_signals/monte_carlo_allocator_intelligence.py,EVALUATION / BENCHMARK,combined_signals,ACTIVE RESEARCH,__future__;argparse;backtester.intelligence.allocator_monte_carlo;pathlib;sys,,outputs/intelligence/allocator_monte_carlo_simulations.csv;outputs/intelligence/allocator_monte_carlo_summary.csv,,,no,HIGH,research/combined_signals,MEDIUM,"comparison, diagnostics, or stress behavior"
scripts/monte_carlo_from_feature_matrix.py,EVALUATION / BENCHMARK,allocator_matrix,ACTIVE RESEARCH,__future__;argparse;matplotlib.pyplot;numpy;pandas;pathlib;random;tabulate,outputs,outputs/feature_matrix/market_state_v1/close_prices.csv;outputs/feature_matrix/market_state_v1/market_state_features.csv;outputs/monte_carlo/feature_matrix_v1,README.md;docs/experiments/feature_matrix_monte_carlo.md;docs/research_notes/next_steps.md;docs/systems/market_state.md,docs/experiments/feature_matrix_monte_carlo.md;docs/research_notes/next_steps.md;docs/systems/market_state.md,no,MEDIUM,src/quant_research or research/experiments,MEDIUM,"comparison, diagnostics, or stress behavior"
scripts/monte_carlo_market_state.py,EVALUATION / BENCHMARK,market_state,ACTIVE RESEARCH,__future__;argparse;backtest_market_state_portfolio;matplotlib.pyplot;pandas;pathlib;random;tabulate;types,outputs,outputs/monte_carlo/market_state_v1,docs/research_notes/next_steps.md,docs/research_notes/next_steps.md,no,MEDIUM,src/quant_research or research/experiments,MEDIUM,"comparison, diagnostics, or stress behavior"
research/combined_signals/monte_carlo_strategy_grid.py,EVALUATION / BENCHMARK,combined_signals,ACTIVE RESEARCH,__future__;argparse;backtester.intelligence.allocator_monte_carlo;pandas;pathlib;sys,,outputs/intelligence/strategy_nlp_monte_carlo_grid.csv;outputs/intelligence/strategy_nlp_monte_carlo_raw_summary.csv,,,no,MEDIUM,research/combined_signals,MEDIUM,"comparison, diagnostics, or stress behavior"
scripts/monte_carlo_walk_forward_predictions.py,TRAINING,intelligence,ACTIVE RESEARCH,__future__;argparse;backtester.intelligence.candidates;numpy;pandas;pathlib;sys,,,docs/market_intelligence_v3_8.md;docs/market_intelligence_v3_9.md;docs/market_intelligence_v3_9_2.md;scripts/launch_long_intelligence_training.py,docs/market_intelligence_v3_8.md;docs/market_intelligence_v3_9.md;docs/market_intelligence_v3_9_2.md,no,MEDIUM,src/quant_research or research/experiments,MEDIUM,training/classification/calibration behavior
scripts/normalize_worker_sources.py,DATA INGESTION,intelligence,ACTIVE RESEARCH,__future__;argparse;json;pandas;pathlib,,,scripts/run_worker_sources_to_events.sh,,no,MEDIUM,src/quant_research or research/experiments,MEDIUM,source/download/normalization behavior
scripts/parse_cbworker_news_sources.py,DATA INGESTION,intelligence,ACTIVE RESEARCH,datetime;json;pandas;pathlib;re;xml.etree.ElementTree,,outputs/worker_ingest/chromebook,,,no,MEDIUM,src/quant_research or research/experiments,MEDIUM,source/download/normalization behavior
scripts/parse_cbworker_yahoo_chart.py,DATA INGESTION,intelligence,ACTIVE RESEARCH,json;pandas;pathlib;re,,outputs/worker_ingest/chromebook,,,no,MEDIUM,src/quant_research or research/experiments,MEDIUM,source/download/normalization behavior
scripts/permutation_test_ml_policy.py,UNCERTAIN,general,UNCERTAIN,__future__;argparse;matplotlib.pyplot;numpy;pandas;pathlib,,,docs/market_intelligence_v4_8.md,docs/market_intelligence_v4_8.md,no,MEDIUM,USER DECISION REQUIRED,LOW,no sufficiently strong static role evidence
scripts/plot_rebalance_median_curves.py,VISUALIZATION,general,ACTIVE RESEARCH,__future__;matplotlib.pyplot;pandas;pathlib,,outputs/monte_carlo/rebalance_{freq}/monte_carlo_equity_curves.csv;outputs/monte_carlo/rebalance_{freq}_1000/monte_carlo_equity_curves.csv;outputs/monte_carlo/rebalance_{freq}_curves/monte_carlo_equity_curves.csv;outputs/research/rebalance_frequency,,,no,MEDIUM,src/quant_research or research/experiments,MEDIUM,visualization imports/paths or documented frame workflow
research/correlation/plot_regime_deformation_diagnostics.py,VISUALIZATION,correlation_deformation,ACTIVE RESEARCH,__future__;argparse;matplotlib.pyplot;pandas;pathlib,,outputs/correlation/regime_market_deformation.csv;outputs/reports/mean_reversion_by_compression_bucket_h20.csv;outputs/reports/mean_reversion_by_compression_bucket_h20_by_year.csv;outputs/reports/mean_reversion_by_deformation_h10.csv;outputs/reports/mean_reversion_by_deformation_h20.csv;outputs/reports/mean_reversion_by_deformation_h5.csv;outputs/reports/mean_reversion_by_deformation_yearly_h20.csv;outputs/reports/plots/regime_deformation,docs/research_notes/regime_correlation_deformation.md,docs/research_notes/regime_correlation_deformation.md,no,MEDIUM,research/correlation,MEDIUM,deformation diagnostics visualization
scripts/plot_rust_stress_report.py,VISUALIZATION,rust_stress,ACTIVE RESEARCH,__future__;argparse;matplotlib.pyplot;pandas;pathlib,outputs,,,,no,MEDIUM,src/quant_research or research/experiments,MEDIUM,visualization imports/paths or documented frame workflow
scripts/prune_intelligence_training_runs.py,MAINTENANCE TOOL,intelligence,ACTIVE RESEARCH,__future__;argparse;pathlib;shutil,,outputs/intelligence/training_runs,,,no,HIGH,src/quant_research or research/experiments,HIGH,audit/maintenance behavior
tools/reorg/reorg_audit.py,MAINTENANCE TOOL,reorganization,ACTIVE RESEARCH,__future__;argparse;ast;collections;dataclasses;hashlib;json;os;pathlib;typing,outputs,outputs/reorg_audit/latest,docs/reorg/README.md,docs/reorg/README.md,no,MEDIUM,tools/reorg,HIGH,audit/maintenance behavior
tools/reorg/reorg_file_inventory.py,MAINTENANCE TOOL,reorganization,ACTIVE RESEARCH,__future__;argparse;collections;csv;json;pathlib;typing,outputs,outputs/reorg_audit/latest,docs/reorg/phase0b_dependency_audit.md,docs/reorg/phase0b_dependency_audit.md,no,MEDIUM,tools/reorg,HIGH,audit/maintenance behavior
tools/reorg/reorg_import_graph.py,MAINTENANCE TOOL,reorganization,ACTIVE RESEARCH,__future__;argparse;ast;collections;csv;json;pathlib;typing,outputs,outputs/reorg_audit/latest,docs/reorg/phase0b_dependency_audit.md,docs/reorg/phase0b_dependency_audit.md,no,MEDIUM,tools/reorg,HIGH,audit/maintenance behavior
tools/reorg/reorg_overlay_inventory.py,MAINTENANCE TOOL,reorganization,ACTIVE RESEARCH,__future__;argparse;collections;csv;hashlib;json;pathlib;typing,outputs,outputs/reorg_audit/latest,docs/reorg/phase0b_dependency_audit.md,docs/reorg/phase0b_dependency_audit.md,no,MEDIUM,tools/reorg,HIGH,audit/maintenance behavior
tools/reorg/reorg_phase0_inventory.py,MAINTENANCE TOOL,reorganization,ACTIVE RESEARCH,__future__;argparse;ast;collections;csv;hashlib;json;os;pathlib;re;subprocess;typing,repository metadata,docs/reorg manifests,docs/reorg/README.md,docs/reorg/README.md,no,MEDIUM,tools/reorg,HIGH,Phase 0 inventory and lineage behavior
tools/reorg/reorg_sacred_smoke.py,MAINTENANCE TOOL,reorganization,ACTIVE RESEARCH,__future__;argparse;json;pathlib;subprocess;sys,,,docs/reorg/README.md,docs/reorg/README.md,no,MEDIUM,tools/reorg,HIGH,audit/maintenance behavior
scripts/resolve_entities.py,DATA TRANSFORMATION,intelligence,ACTIVE RESEARCH,__future__;argparse;backtester.intelligence.entity_resolver,,,docs/market_intelligence_v5_4_1_entity_false_positive.md;docs/market_intelligence_v5_4_entity_master.md,docs/market_intelligence_v5_4_1_entity_false_positive.md;docs/market_intelligence_v5_4_entity_master.md,no,MEDIUM,src/quant_research or research/experiments,MEDIUM,derived-table or export behavior
scripts/run_allocator_market_fabric_latest.sh,VISUALIZATION,market_fabric,ACTIVE RESEARCH,,,outputs/cache/returns/h100_market_common_stock_only_v3_clipped/returns_meta.json};outputs/context/market_context_with_regime_deformation.parquet};outputs/market_fabric/allocator_visual_overlay.parquet};outputs/market_graph_fabric_frames/allocator_latest_${DATE};outputs/signals/mean_reversion_signals_deformation_weighted_bf085.parquet},docs/research_notes/regime_correlation_deformation.md,docs/research_notes/regime_correlation_deformation.md,no,MEDIUM,src/quant_research or research/experiments,MEDIUM,visualization imports/paths or documented frame workflow
scripts/run_combined_allocator_market_fabric.sh,VISUALIZATION,market_fabric,ACTIVE RESEARCH,,,outputs/allocator/combined_market_signal_state.parquet};outputs/allocator/combined_market_signal_state_latest.csv;outputs/cache/returns/h100_market_common_stock_only_v3_clipped/returns_meta.json};outputs/context/market_context_with_regime_deformation.parquet};outputs/correlation/regime_ticker_stress_sensitivity.csv};outputs/market_fabric/allocator_visual_overlay.parquet};outputs/market_fabric/allocator_visual_overlay_latest.csv;outputs/market_graph_fabric_frames/combined_allocator_${TAG};outputs/signals/mean_reversion_signals_context_adjusted.parquet},,,no,MEDIUM,src/quant_research or research/experiments,MEDIUM,visualization imports/paths or documented frame workflow
scripts/run_combined_allocator_market_fabric_latest.sh,VISUALIZATION,market_fabric,ACTIVE RESEARCH,,,outputs/allocator/combined_market_signal_state.parquet};outputs/allocator/combined_market_signal_state_latest.csv;outputs/cache/returns/h100_market_common_stock_only_v3_clipped/returns_meta.json};outputs/context/market_context_with_regime_deformation.parquet};outputs/correlation/regime_ticker_stress_sensitivity.csv};outputs/market_fabric/allocator_visual_overlay.parquet};outputs/market_fabric/allocator_visual_overlay_latest.csv;outputs/market_graph_fabric_frames/combined_allocator_latest_${DATE};outputs/signals/mean_reversion_signals_context_adjusted.parquet},,,no,MEDIUM,src/quant_research or research/experiments,MEDIUM,visualization imports/paths or documented frame workflow
scripts/run_correlation_features.py,PIPELINE ORCHESTRATOR,correlation_deformation,ACTIVE RESEARCH,__future__;argparse;backtester.correlation;pandas;pathlib;yfinance,,outputs/correlation/features.parquet,,,no,MEDIUM,scripts compatibility wrapper + src/quant_research/pipelines,MEDIUM,run/backtest entry point with static references
scripts/run_historical_intelligence_stress.py,EVALUATION / BENCHMARK,intelligence,ACTIVE RESEARCH,__future__;argparse;csv;os;pandas;pathlib;subprocess;sys;time,outputs,outputs/intelligence/training_runs/stress_2022_2023_ml_sentiment;outputs/signals/mean_reversion_latest_with_intelligence.parquet,docs/market_intelligence_v4_3.md;docs/market_intelligence_v5_0.md;docs/market_intelligence_v5_0_1.md;scripts/launch_long_intelligence_training.py,docs/market_intelligence_v4_3.md;docs/market_intelligence_v5_0.md;docs/market_intelligence_v5_0_1.md,no,HIGH,src/quant_research or research/experiments,MEDIUM,"comparison, diagnostics, or stress behavior"
scripts/run_intelligence_training_batch.py,TRAINING,intelligence,ACTIVE RESEARCH,__future__;argparse;csv;pandas;pathlib;subprocess;sys;time,,outputs/intelligence/calibration/historical_panel_labeled_sec.parquet;outputs/intelligence/contextual_event_features.csv;outputs/intelligence/intelligence_features_opportunity_scored.csv,docs/market_intelligence_v3_8.md;docs/market_intelligence_v3_9.md;docs/market_intelligence_v5_0_2.md;scripts/launch_long_intelligence_training.py,docs/market_intelligence_v3_8.md;docs/market_intelligence_v3_9.md;docs/market_intelligence_v5_0_2.md,no,HIGH,src/quant_research or research/experiments,MEDIUM,training/classification/calibration behavior
scripts/run_llm_classification_batch.py,TRAINING,intelligence,ACTIVE RESEARCH,__future__;argparse;os;pandas;pathlib;shlex;subprocess;sys;time,outputs,outputs/intelligence/llm_batch_tmp,scripts/workers/send_llm_worker_bundle.sh,,no,MEDIUM,src/quant_research or research/experiments,MEDIUM,training/classification/calibration behavior
scripts/run_market_context_features.py,PIPELINE ORCHESTRATOR,market_state,ACTIVE RESEARCH,__future__;argparse;backtester.context;pandas;pathlib;yfinance,,outputs/context/market_context.parquet,,,no,MEDIUM,scripts compatibility wrapper + src/quant_research/pipelines,MEDIUM,run/backtest entry point with static references
scripts/run_market_intelligence.py,COMMAND / ENTRY POINT,intelligence,ACTIVE RESEARCH,__future__;argparse;backtester.intelligence;backtester.intelligence.reporter;backtester.intelligence.source_loader;json;pathlib;sys,,outputs/intelligence,docs/market_intelligence_engine.md;docs/market_intelligence_v5_1_evidence_graph.md,docs/market_intelligence_engine.md;docs/market_intelligence_v5_1_evidence_graph.md,no,HIGH,scripts compatibility wrapper + src/quant_research/pipelines,MEDIUM,run/backtest entry point with static references
scripts/run_market_intelligence_batch.py,COMMAND / ENTRY POINT,intelligence,ACTIVE RESEARCH,__future__;argparse;backtester.intelligence.batch;backtester.intelligence.source_loader;pathlib;sys,,outputs/intelligence,,,no,HIGH,scripts compatibility wrapper + src/quant_research/pipelines,MEDIUM,run/backtest entry point with static references
